experiment,prompt_strategy,director_model,matcher_model,session_id,round,object_num,basket_id,left_extractor,left_gpt_model,right_extractor,right_gpt_model,left_re_words,right_re_words,word_count_delta_right_minus_left,multiset_jaccard,left_referring_expression,right_referring_expression
ACL,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl_123244_3,4,6,6,deterministic,,deterministic,,71,71,0,1.0,"a round, bucket-like brown basket with ONE thick arched handle that’s very dark (almost black). It’s open-top, with a lighter tan band around the rim/upper edge—no lid. has the very dark (almost black) thick arch handle, and the main contrast band is at the TOP rim/upper edge. I don’t see a matching light band near the bottom—mostly uniform brown down the sides. ).","a round, bucket-like brown basket with ONE thick arched handle that’s very dark (almost black). It’s open-top, with a lighter tan band around the rim/upper edge—no lid. has the very dark (almost black) thick arch handle, and the main contrast band is at the TOP rim/upper edge. I don’t see a matching light band near the bottom—mostly uniform brown down the sides. )."
ACL,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl_123244_3,4,7,7,deterministic,,deterministic,,61,61,0,1.0,"a tall, straight-sided cylindrical basket (like a wicker wastebasket), open top, with two small loop handles near the rim. It’s medium-brown with darker banding around the top and bottom edges—no lid and no big arch handle. Let me know when you’ve got it placed for position 7. has those more open vertical slats near the top.","a tall, straight-sided cylindrical basket (like a wicker wastebasket), open top, with two small loop handles near the rim. It’s medium-brown with darker banding around the top and bottom edges—no lid and no big arch handle. Let me know when you’ve got it placed for position 7. has those more open vertical slats near the top."
ACL,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl_123244_3,4,8,8,deterministic,,deterministic,,47,47,0,1.0,"a boxy rectangular picnic-style basket, open top, with one tall central handle. The key feature is a diagonal support/brace running from the rim up to the handle on one side (like a triangular side support). Golden-brown wicker with a darker band around the bottom.","a boxy rectangular picnic-style basket, open top, with one tall central handle. The key feature is a diagonal support/brace running from the rim up to the handle on one side (like a triangular side support). Golden-brown wicker with a darker band around the bottom."
ACL,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl_123244_3,4,9,9,deterministic,,deterministic,,46,46,0,1.0,"the lidded animal basket that’s a CAT: front-facing round body with two pointed ears on top and a painted cat face (eyes/nose/whiskers), sitting on little feet. Not the side-profile duck. the front-facing cat with ears, painted face, and little feet.","the lidded animal basket that’s a CAT: front-facing round body with two pointed ears on top and a painted cat face (eyes/nose/whiskers), sitting on little feet. Not the side-profile duck. the front-facing cat with ears, painted face, and little feet."
ACL,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl_132452_1,1,1,1,deterministic,,deterministic,,62,62,0,1.0,"the novelty wicker basket shaped like a duck/bird—rounded body with a small head sticking out on the right, with two little bead eyes, and a flat strap-like handle running along the top/back. Let me know when you’ve got that one. the duck/bird shape, NOT the round cat-face one. ’s duck/bird profile.) Confirm when placed.","the novelty wicker basket shaped like a duck/bird—rounded body with a small head sticking out on the right, with two little bead eyes, and a flat strap-like handle running along the top/back. Let me know when you’ve got that one. the duck/bird shape, NOT the round cat-face one. ’s duck/bird profile.) Confirm when placed."
ACL,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl_132452_1,1,10,10,deterministic,,deterministic,,44,44,0,1.0,"a shallow, round tray-like wicker basket with a very clear spiral/coil pattern on the base, and one simple arched handle spanning across the diameter (open top, no lid). Confirm when placed. quite flat like a tray, with a thin plain arched handle.","a shallow, round tray-like wicker basket with a very clear spiral/coil pattern on the base, and one simple arched handle spanning across the diameter (open top, no lid). Confirm when placed. quite flat like a tray, with a thin plain arched handle."
ACL,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl_132452_1,1,11,11,deterministic,,deterministic,,51,51,0,1.0,"a deep round bucket/tub basket with TWO side handles that rise up like little ears (no big arching handle). The weave looks diagonal/chevron around the sides. Confirm when you’ve placed ’s two side handles stick up above the rim as integrated loops, and it looks chunky/thick-walled.","a deep round bucket/tub basket with TWO side handles that rise up like little ears (no big arching handle). The weave looks diagonal/chevron around the sides. Confirm when you’ve placed ’s two side handles stick up above the rim as integrated loops, and it looks chunky/thick-walled."
ACL,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl_132452_1,1,12,12,deterministic,,deterministic,,44,44,0,1.0,"an open, light-brown wicker basket that’s rounded-rectangular with ONE thick arched handle. The key feature is the rim: it dips in a wavy/scalloped shape at the middle (front/back), giving it a little “smile” cutout. Confirm when you’ve placed","an open, light-brown wicker basket that’s rounded-rectangular with ONE thick arched handle. The key feature is the rim: it dips in a wavy/scalloped shape at the middle (front/back), giving it a little “smile” cutout. Confirm when you’ve placed"
ACL,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl_132452_1,1,2,2,deterministic,,deterministic,,37,37,0,1.0,"a deep, round bucket-style wicker basket with a very dark (almost black) thick arched handle; the body is uniform medium-brown with a slightly darker band right under the rim. Confirm when you’ve placed it.","a deep, round bucket-style wicker basket with a very dark (almost black) thick arched handle; the body is uniform medium-brown with a slightly darker band right under the rim. Confirm when you’ve placed it."
ACL,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl_132452_1,1,3,3,deterministic,,deterministic,,55,55,0,1.0,"a light-tan rectangular picnic basket with a tall handle rising from the center, and a hinged lid that’s flipped open and leaning off to the RIGHT side. Please confirm when you spot/place that one. the smaller picnic basket with the lid flipped open to the right (not a suitcase-style closed box).","a light-tan rectangular picnic basket with a tall handle rising from the center, and a hinged lid that’s flipped open and leaning off to the RIGHT side. Please confirm when you spot/place that one. the smaller picnic basket with the lid flipped open to the right (not a suitcase-style closed box)."
ACL,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl_132452_1,1,4,4,deterministic,,deterministic,,35,35,0,1.0,"an oval basket made of pale/white wicker with a tan rim, and a single arched handle that has little reddish/burgundy wrap accents near where it meets the sides. Confirm when you’ve placed","an oval basket made of pale/white wicker with a tan rim, and a single arched handle that has little reddish/burgundy wrap accents near where it meets the sides. Confirm when you’ve placed"
ACL,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl_132452_1,1,5,5,deterministic,,deterministic,,36,36,0,1.0,"a small rectangular, boxy honey-brown basket with a very thick twisted-rope looking handle arching over it. The sides have a checkered weave (lighter vertical stakes with darker horizontal bands). Confirm when you’ve placed","a small rectangular, boxy honey-brown basket with a very thick twisted-rope looking handle arching over it. The sides have a checkered weave (lighter vertical stakes with darker horizontal bands). Confirm when you’ve placed"
ACL,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl_132452_1,1,6,6,deterministic,,deterministic,,42,42,0,1.0,"the novelty round wicker basket shaped like a cat face—circular/lidded form with bead eyes and a little nose/mouth with whiskers on the front/top, and it sits on small feet. (Different from definitely has small little feet visible underneath.","the novelty round wicker basket shaped like a cat face—circular/lidded form with bead eyes and a little nose/mouth with whiskers on the front/top, and it sits on small feet. (Different from definitely has small little feet visible underneath."
ACL,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl_132452_1,1,7,7,deterministic,,deterministic,,43,43,0,1.0,"a rectangular tote basket with a single arched handle; the body is two-tone with green/teal woven sides, but the rim and bottom/base are orange-brown. Confirm when you’ve placed ’s handle is the same orange-brown as the rim.","a rectangular tote basket with a single arched handle; the body is two-tone with green/teal woven sides, but the rim and bottom/base are orange-brown. Confirm when you’ve placed ’s handle is the same orange-brown as the rim."
ACL,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl_132452_1,1,8,8,deterministic,,deterministic,,56,56,0,1.0,"a short, squat basket with a single arched handle; the sides are dark gray/blackish wicker, but there’s a lighter natural-colored band/base near the bottom. Confirm when you’ve placed ’s handle is also dark/charcoal like the sides; the lighter natural color is mainly just a band at the very bottom/base.","a short, squat basket with a single arched handle; the sides are dark gray/blackish wicker, but there’s a lighter natural-colored band/base near the bottom. Confirm when you’ve placed ’s handle is also dark/charcoal like the sides; the lighter natural color is mainly just a band at the very bottom/base."
ACL,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl_132452_1,1,9,9,deterministic,,deterministic,,51,51,0,1.0,"a tall, straight-sided cylindrical wicker basket (like a small hamper), darker medium-brown overall, with TWO small loop handles near the top rim—no big arched handle and no lid. Please confirm when you’ve placed it. has two small loop handles opposite each other right at the top rim.","a tall, straight-sided cylindrical wicker basket (like a small hamper), darker medium-brown overall, with TWO small loop handles near the top rim—no big arched handle and no lid. Please confirm when you’ve placed it. has two small loop handles opposite each other right at the top rim."
ACL,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl_132452_1,2,1,1,deterministic,,deterministic,,71,71,0,1.0,"a light tan wicker picnic basket with a single tall center handle; it has a flat lid that’s hinged and shown opened/flipped up to the RIGHT side. Kind of a rectangular lunchbox shape. Confirm when you’ve got it. ’s lid is definitely shown open/raised and flipped off to the RIGHT side of the basket. It’s the light tan, rectangular picnic style with one tall center handle.","a light tan wicker picnic basket with a single tall center handle; it has a flat lid that’s hinged and shown opened/flipped up to the RIGHT side. Kind of a rectangular lunchbox shape. Confirm when you’ve got it. ’s lid is definitely shown open/raised and flipped off to the RIGHT side of the basket. It’s the light tan, rectangular picnic style with one tall center handle."
